clean_text,label
‫در تلگرام: ‫@IRedSub & @H1tmaN_Sub,1
جهت اطلاع از جدیدترین ادرس سایت دیجیموویز را در شبکههای اجتماعی دنبال کنید @DigiMoviez,1
ارائهای از وبسایت دیجیموویز .:: DigiMoviez.Com ::.,1
گلچین دانلود - مرجع دانلود فیلم و سریال بدون سانسور « Golchindl.Vip »,1
« کانال تلگرام گلچین دانلود » « @MyGolchindl »,1
(Sokka) ترجمه شده توسط ساکا ایدی کانال تلگرام: @Sokka_Cave,1
« ارائه شده توسط وبسایت گلچین دانلود » « Golchindl.Vip »,1
«امپایر بست تیوی با افتخار تقدیم میکند» ..:::EmpireBestTV.Com:::.,1
«امپایر بست تیوی در شبکههای اجتماعی» @EmpireBestTV,1
«زیرنویس پارسی اختصاصی وبـسـایـت امـپـایـربـسـتتـیوی»,1
°°مترجم : احسان°° ○○@Ehsan_Cn○○,1
«امپایر بست تیوی کهکشانی از فیلم و سریال» .:::EmpireBestTV.Com:::. «در شبکههای اجتماعی» @EmpireBestTV,1
«امپایر بست تیوی، حرفه ای ترین اپلیکیشن دانلود و تماشای انلاین فیلم و سریال» .::: EBTV.App :::.,1
«« مترجمان : ابوالفضل و احسان »» «« Abolfazl_Fx »» «« Ehsan_Cn »»,1
✦ @amirluminox | Amir Luminox ترجمه از ✦,1
«« مترجم : ابوالفضل »» «« Abolfazl_Fx »»,1
رسانه اینترنتی مای موویز MyMoviz جامعترین سایت فیلم و سریال,1
::::::::: تیـــم ترجـــمه ایــــرن تقدیـــــم میــــکند :::::::: ::::@AirenTeam::::,1
::::@AirenTeam::::,1
:::::::::ایـــ(عاشق و دلباخته)ـــرن:::::::: ::::@AirenTeam::::,1
ظرف روحش داره ترک میخوره ::::@AirenTeam::::,1
اداب شمن بودن میگه همیشه یه چیزی رو به همون اندازه که دادی، میگیری ::::@AirenTeam::::,1
وقتی یه زندگی از بین میره ::::@AirenTeam::::,1
زندگی دیگهای تازه میشه ::::@AirenTeam::::,1
به جای شمن بمیر ::::@AirenTeam::::,1
التماست میکنم ::::@AirenTeam::::,1
باید چیکار کنم؟ ::::@AirenTeam::::,1
وقتی بیدار بشی ::::@AirenTeam::::,1
همهچیز تموم شده ::::@AirenTeam::::,1
بیانصافیه که فقط من باید بمیرم ::::@AirenTeam::::,1
چی باعث شده فکر کنی تو فقط امروز میمیری؟ ::::@AirenTeam::::,1
یومهوا کجاست؟ ::::@AirenTeam::::,1
کمکت میکنم بدون درد رد بشی ::::@AirenTeam::::,1
تو نباید دور و بر من باشی ::::@AirenTeam::::,1
خداحافظ ::::@AirenTeam::::,1
(...بعد از تیتراژ ادامه دارد) ::::@AirenTeam::::,1
(。♡‿♡。) ایرنیهای عزیز، ممنون که تا اخر همراه ما بودید (。♡‿♡。) ::::@AirenTeam::::,1
✨ جمـ(2025/4/18)ــعـه ✨ ::::@AirenTeam::::,1
::::::::: ایــــ(پیوند قلبها)ــــرن :::::::: ::::@AirenTeam::::,1
من فکر کنم ما به اون زمان احتیاج داریم ::::@AirenTeam::::,1
ما برای جفتشدن به زمان نیاز داریم ::::@AirenTeam::::,1
(چهار تا مرد و ۳ تا زن هست) ::::@AirenTeam::::,1
(مردها شروع به حرکت میکنند) ::::@AirenTeam::::,1
تو دستای قشنگی داری ::::@AirenTeam::::,1
انگشتهای بلندی دارم- بذار ببینم- ::::@AirenTeam::::,1
(جسور باش) ::::@AirenTeam::::,1
قبل از اینکه بری به فردی که میخوای بگو ::::@AirenTeam::::,1
اگه میخوای انجامش بدی ::::@AirenTeam::::,1
الان انجامش بده ::::@AirenTeam::::,1
بهم گفتن خودم انتخاب کنم ::::@AirenTeam::::,1
اون داخله؟ ::::@AirenTeam::::,1
(قدم میزنه) ::::@AirenTeam::::,1
بذار با اون حرف بزنم ::::@AirenTeam::::,1
برنامهای داری؟ ::::@AirenTeam::::,1
امروز میخوای با من سفر کنی؟ ::::@AirenTeam::::,1
هردوتامون اولین بارمونه ::::@AirenTeam::::,1
بهخاطر همین دوستش دارم ::::@AirenTeam::::,1
دوست دارم موقع حرف زدن ارتباط چشمی برقرار کنم ::::@AirenTeam::::,1
منم ::::@AirenTeam::::,1
تایپ تو چیه؟ ::::@AirenTeam::::,1
چیزی هست که بخوای به من بگی؟ ::::@AirenTeam::::,1
من از وقتی بچه بودم رویای همچین چیزیو میدیدم ::::@AirenTeam::::,1
شغلهای اونا فاش شده؟- دارن شغلهاشون رو بهم میگن؟- ::::@AirenTeam::::,1
اوه خدایمن ::::@AirenTeam::::,1
واقعا؟ ::::@AirenTeam::::,1
@hernehunter :مترجم,1
::::::::: ایــــ(پیوند قلب ها)ــــرن :::::::: ::::@AirenTeam::::,1
تیـــم ترجـــمه ایــــرن تقدیـــــم میــــکند @AirenTeam,1
ایــــ(پیوند قلبها)ــــرن @AirenTeam,1
‫(اگه کتاب ووجه زرد باشه،),1
‫(کتاب ووجه واقعا زرده؟),1
:::::::::تیـــم ترجـــمه ایــــرن تقدیـــــم میــــکند :::::::: ::::@AirenTeam::::,1
:::::::::ایــــ(پیوند قلبها)ــــرن :::::::: ::::@AirenTeam::::,1
خیلی وقته ندیدم همو- درسته؟- ::::@AirenTeam::::,1
مدام این فکر توی سرم بود که باید با هم حرف بزنیم ::::@AirenTeam::::,1
زمان به سرعت می گذره ::::@AirenTeam::::,1
گفته بودم می خوام روی چیزی که قلبم میگه تمرکز کنم ::::@AirenTeam::::,1
دو هفته اینده خیلی مهم خواهد بود ::::@AirenTeam::::,1
ترسو نباش ::::@AirenTeam::::,1
ذوق و اشتیاق داشته باش ::::@AirenTeam::::,1
من یکم سوجو می خورم و هرچی توی ذهنم می گذره بهت میگم ::::@AirenTeam::::,1
منم همین طور، منم می خوام همین طور کارو بکنم ::::@AirenTeam::::,1
بیشتر از همه درباره اون کنجکاو بودم ::::@AirenTeam::::,1
بیا بریم اونجا تا بتونیم راحت تر حرف بزنیم ::::@AirenTeam::::,1
امروز میری می گیریش؟- اره- ::::@AirenTeam::::,1
اینجا؟ منم اینجارو می شناسم ::::@AirenTeam::::,1
حالا میتونم دوش بگیرم ::::@AirenTeam::::,1
من تکستم رو گرفتم، تموم شد ::::@AirenTeam::::,1
با دیشب فرق کردی ::::@AirenTeam::::,1
میخوام یکی رو برگردونم ::::@AirenTeam::::,1
اگه فردا پیام بگیرم دو تا برمیگردونم ::::@AirenTeam::::,1
چک نکن ::::@AirenTeam::::,1
ساعت چنده؟- دو صبح- ::::@AirenTeam::::,1
واقعا؟ باشه ::::@AirenTeam::::,1
وقتی باحال به نظر میرسم خوب کار میکنه- چی؟- ::::@AirenTeam::::,1
میخوای فردا بهم بدیش؟ ::::@AirenTeam::::,1
نه- نه؟- ::::@AirenTeam::::,1
فردا خیلی خجالت میکشم بگم ::::@AirenTeam::::,1
فکر کردم به اندازه کافی ارتباط برقرار کردیم ::::@AirenTeam::::,1
...میخوام یکم با جیمین وقت بگذرونم ::::@AirenTeam::::,1
و سعی کنم بشناسمش ::::@AirenTeam::::,1
میخوام با جیمین صحبت کنم ::::@AirenTeam::::,1
چرا؟- درباره رابطه قراردادی- ::::@AirenTeam::::,1
بله؟- جیمین اوپا- ::::@AirenTeam::::,1
واقعا خوشحالم کرد ::::@AirenTeam::::,1
تو ذهنم پر افکار مختلف بود ::::@AirenTeam::::,1
شبیه یه کارت پستال از یه جای خیلی دور نیست؟ ::::@AirenTeam::::,1
فکر کردی منم؟ ::::@AirenTeam::::,1
این سخته ::::@AirenTeam::::,1
...فکر اینکه میتونم باهات حرف بزنم ::::@AirenTeam::::,1
هیجان زدهام کرد ::::@AirenTeam::::,1
یه جورایی ناراحت کنندهست ::::@AirenTeam::::,1
میشه یه دقیقه با هم حرف بزنیم؟ ::::@AirenTeam::::,1
چیز جدی ای نیست ::::@AirenTeam::::,1
::::::::: ایــــ(قسمت 12)ــــرن :::::::: ::::@AirenTeam::::,1
(عصر کریسمس) ::::@AirenTeam::::,1
(میرن سمت دریای شرقی) ::::@AirenTeam::::,1
خود واقعی من که فقط وقتی) (با توام خودشو نشون میده ::::@AirenTeam::::,1
(کسی که مثل معجزه با من جوره) ::::@AirenTeam::::,1
خیلی خوشحالم که با تو اینجام ::::@AirenTeam::::,1
...لحظاتی که با تو گذروندم ::::@AirenTeam::::,1
هیجانانگیزترین بوده ::::@AirenTeam::::,1
میخوای با کی بری؟- من؟- ::::@AirenTeam::::,1
تو ::::@AirenTeam::::,1
دلیلی وجود نداره که دوستت نداشته باشم ::::@AirenTeam::::,1
الان اسمون مثل رنگین کمونه ::::@AirenTeam::::,1
خیلی خوشگله ::::@AirenTeam::::,1
نمیخوام برگردم ::::@AirenTeam::::,1
راستشو بگو ::::@AirenTeam::::,1
فکر کردم نباید اینجوری باشه ::::@AirenTeam::::,1
باید یه کاری میکردم که پیشرفت کنم ::::@AirenTeam::::,1
اون روز، این حسو داشتم که تصمیمم رو گرفتم ::::@AirenTeam::::,1
جیمین حتما بهتر از من میدونه که چه حسی دارم ::::@AirenTeam::::,1
ولی چرا حتی یه کمم بهش فکر نمیکنه؟ ::::@AirenTeam::::,1
شما دو تا چیکار کردین؟ ::::@AirenTeam::::,1
سوار چرخ و فلک شدیم ::::@AirenTeam::::,1
باید خوشگل بوده باشه- اره- ::::@AirenTeam::::,1
من زودتر میرم- مطمئنم خوب بوده- ::::@AirenTeam::::,1
میخوام جیمین حتی شده یکم احساساتم رو بفهمه ::::@AirenTeam::::,1
یه کسی هست که تمام این مدت روی اون تمرکز کرده بودم ::::@AirenTeam::::,1
من بهتره روی تصمیم اولیم تمرکز کنم ::::@AirenTeam::::,1
چیکار کنم؟ هیچ نظری ندارم ::::@AirenTeam::::,1
دیگه دارم رد میدم ::::@AirenTeam::::,1
به نظر ناراحت میومدی ::::@AirenTeam::::,1
خستهام ::::@AirenTeam::::,1
چرا؟ ::::@AirenTeam::::,1
::::::::: ایــــ(پیوند قلبها)ــــرن ::::::::) (::::@AirenTeam::::)),1
چی؟ ::::@AirenTeam::::,1
دیوونگیه- این چیزی نبود که من گفتم- ::::@AirenTeam::::,1
"""فقط دو تا زوج"" ::::@AirenTeam::::",1
بقیه خونه میمونن ::::@AirenTeam::::,1
ما خونه میمونیم ::::@AirenTeam::::,1
بیا بخوریم ::::@AirenTeam::::,1
اگه بیخیال بودم و با جریان پیش میرفتم ::::@AirenTeam::::,1
بعدا پشیمون میشدم ::::@AirenTeam::::,1
جهیون چیکار کنم؟- میدونم- ::::@AirenTeam::::,1
همه چیز خیلی تو همه چیکار کنم؟ ::::@AirenTeam::::,1
من اسم تو رو مینویسم ::::@AirenTeam::::,1
‫(برخلاف چیزی که تصورش رو میکردن) ::::@AirenTeam::::,1
‫(یه قرار تو خونه فقط با همدیگه) ::::@AirenTeam::::,1
‫فکر میکردم با کسی جور نشم ::::@AirenTeam::::,1
‫(هر چی احساسات ناامیدانهتر باشن، (‫پیچیدهتر میشن ::::@AirenTeam::::,1
‫(یه فرصت برای اینکه واقعا ‫قلب خودمو درک کنم) ::::@AirenTeam::::,1
‫(دقیقتر از همیشه) ::::@AirenTeam::::,1
‫(یا...) ::::@AirenTeam::::,1
‫(بدون معطلی) ::::@AirenTeam::::,1
‫(اونو میبینه) ::::@AirenTeam::::,1
‫چه سورپرایزی ::::@AirenTeam::::,1
‫(یه روز فقط با همدیگه) ::::@AirenTeam::::,1
‫نمیخوام بخوابم ::::@AirenTeam::::,1
‫امیدوارم برای مدت طولانی با هم بمونیم ::::@AirenTeam::::,1
‫(ایا میتونیم دوباره لحظاتی ‫مثل این رو با هم تجربه کنیم؟) ::::@AirenTeam::::,1
‫(یه روز قبل از تصمیم نهایی) ::::@AirenTeam::::,1
‫راجع به چی حرف بزنیم؟ ::::@AirenTeam::::,1
‫این اخرین بارمونه... ::::@AirenTeam::::,1
‫تو این خونه ::::@AirenTeam::::,1
‫-کار میکنه ‫-جیمین، مزاحم نمیشم؟ ::::@AirenTeam::::,1
‫-چیه؟ ‫-میشه حرف بزنیم؟ ::::@AirenTeam::::,1
‫چی شده؟ ::::@AirenTeam::::,1
‫باید الان بهت بگم، حتی اگه دیر شده ::::@AirenTeam::::,1
‫میدونم که... ::::@AirenTeam::::,1
‫خیلی سخت گذشت ::::@AirenTeam::::,1
‫میبینیش؟ ::::@AirenTeam::::,1
(روز تصمیم گیری نهایی) ::::@AirenTeam::::,1
(اخرین داستان ما) ::::@AirenTeam::::,1
(زمستان خیره کننده فراموش نشدنی) ::::@AirenTeam::::,1
(....یه اعتراف به کسی که) ::::@AirenTeam::::,1
(باعث شد قلبم تند بزنه) ::::@AirenTeam::::,1
(چه حسی داری؟) ::::@AirenTeam::::,1
بعد از گذروندن احساسات) (،و تفکرات زیاد ::::@AirenTeam::::,1
(امروز شجاعت پیدا میکنم) ::::@AirenTeam::::,1
از لحظهای که) (،اولین بار دیدمت تا الان ::::@AirenTeam::::,1
(کلماتی که هی فریاد میزدم) ::::@AirenTeam::::,1
(....یه اعتراف دلخراش و زیبا) ::::@AirenTeam::::,1
(در طول 25 شب) ::::@AirenTeam::::,1
(....یه شانس اخر که شاید) ::::@AirenTeam::::,1
(هیچوقت دیگه تو زندگی پیش نیاد) ::::@AirenTeam::::,1
(با هم جفت میشیم؟) ::::@AirenTeam::::,1
میتونستم حس کنم که تو هی ::::@AirenTeam::::,1
الو؟- منو میبینی- ::::@AirenTeam::::,1
این منو پر از قدردانی و خوشحالی کرد ::::@AirenTeam::::,1
،بخاطر تو، قلبم تند زد ::::@AirenTeam::::,1
و بهم خوش گذشت ::::@AirenTeam::::,1
اشنا شدن با تو ::::@AirenTeam::::,1
بزرگترین نعمت تو زندگیم بود ::::@AirenTeam::::,1
ممنونم، و جدی میگم ::::@AirenTeam::::,1
زود بیا اینجا ::::@AirenTeam::::,1
منتظر صحنههای بعد از تیتراژ باشین ::::@AirenTeam::::,1
ایرنی های عزیز، ممنون که تا اخر همراه ما بودید (。♡‿♡。) ::::@AirenTeam::::,1
::::::::: برای دیدن برنامه و سریال های بیشتر به کانال تلگرام ما مراجعه کنید ::::::::: ::::@AirenTeam :ادرس کانال::::,1
‫کانال رسمی تیم ترجمهی ۳۰نما در تلگرام ‫@CinamaSub,1
‫ترجمه و زیرنویس از پوریا هزیمتی ‫∞ POORUYO ∞,1
‫≡ بزرگترین مرجع دانلود فیلم و سریال ≡ ‫ WwW.30nama.CoM,1
‫ما را در تلگرام و اینستاگرام دنبال کنید ‫@OfficialCinama,1
‫≡ سینما تقدیم میکند ≡ ‫ WwW.30nama.CoM,1
‫امیدوارم از تماشای این سریال ‫با ترجمهی من لذت برده باشید.,1
::::::::: ایــــ(غذاخوری هو)ــــرن :::::::: ::::@AirenTeam::::,1
✨ سهشــ(2025/04/22)ـنــبــه ✨ ::::@AirenTeam::::,1
::::::::: برای دیدن سریالهای بیشتر به کانال تلگرام ما مراجعه کنید ::::::::: ::::@AirenTeam :ادرس کانال::::,1
"گلچین دانلود - مرجع دانلود فیلم و سریال بدون سانسور "" GolchindlMe »",1
""" کانال تلگرام گلچین دانلود » "" @MyGolchindl »",1
« ارائه شده توسط وبسایت گلچین دانلود » « Golchindl.Me »,1
‫ترجمه شده توسط : سعیـد پردیـس :کـانـال تلگـرام Saeed_Pardis_Sub,1
""" کانال تلگرام گلچین دانلود "" "" @MyGolchindl """,1
دیجیموویز در شبکههای اجتماعی ‫DigiMoviez@,1
‫« ترجمه از محمدعلی sm و سینا صداقت » ‫.:: SinCities & mmli_sm ::.,1
‫دیجیموویز در شبکههای اجتماعی ‫DigiMoviez@,1
‫در تلگرام: ‫iredsub & H1tmaN_Sub,1
ترجمه از: امیر ستارزاده و نـهـال iredprincess & H۱tmaN,1
جهت اطلاع از جدیدترین ادرس سایت ‫دیجیموویز را در شبکههای اجتماعی دنبال کنید @DigiMovieZ,1
‫جهت اطلاع از جدیدترین ادرس سایت ‫دیجی موویز را در شبکه های اجتماعی دنبال کنید ‫DigiMoviez@,1
‫ترجمه از «امیرعلی» ‫::. illusion .::,1
‫ارائه شده توسط وبسایت دیجی موویز ‫.:: DigiMoviez.Com ::.,1
‫دیجی موویز در شبکههای اجتماعی ‫@DigiMoviez,1
‫« ترجمه از سینـا صداقت » ‫.:: SinCities ::.,1
‫ارائهای از وبسایت دیجی موویز ‫.:: DigiMoviez.Com ::.,1
« ترجمه از نهـال و امیر ستارزاده » .:: H1tmaN & iredprincess ::.,1
:در تلگرام @IRedSub & @H1tmaN_Sub,1
‫کاری از: نـهـال و امیر ستارزاده ‫H1tmaN & iredprincess,1
‫جهت اطلاع از جدیدترین ادرس سایت ‫دیجیموویز را در شبکههای اجتماعی دنبال کنید ‫DigiMovieZ@,1
ارائهشده توسط وبسایت دیجیموویز :.:.: DigiMoviez.Com :.:.:,1
جهت اطلاع از جدیدترین ادرس سایت :دیجیموویز را در شبکههای اجتماعی دنبال کنید @DigiMoviez,1
«:: مترجم: محیا مبین مقدم ::» Mahya14,1
ارائهای از وبسایت دیجی موویز .:: DigiMoviez.Com ::.,1
جهت اطلاع از جدیدترین ادرس سایت دیجی موویز را در شبکه های اجتماعی دنبال کنید @DigiMoviez,1
« ترجمه از علی محمدخانی » .:: AliMK_Sub ::.,1
‫ @AliMK_Sub :در تلگرام,1
«دیجــــی موویـــــز»,1
جدیدترین زیرنویس ها را از اینجا دانلود کنید @subforu,1
....:::: ترجمه : مـحـمـد حـیـدری ::::.... telegram : @subforu,1
تیم ترجمه ققنوس بزرگترین و فعالترین تیم ترجمه ایران @subforu,1
....:::: ترجمه : هومن رستمی ::::.... telegram : @subforu,1
✨ چــهــار(2025/03/19)ـشنـبـه ✨ ::::@AirenTeam::::,1
:::::::::ایـــ(هـایــپـر نـایـف)ـــرن:::::::: ::::@AirenTeam::::,1
ایرنیهای عزیز، ممنون که تا اخر همراه ما بودید (。♡‿♡。) ::::@AirenTeam::::,1
::::::::: برای دیدن فیلم و سریالهای بیشتر به کانال تلگرام ما مراجعه کنید ::::::::: ::::@AirenTeam :ادرس کانال::::,1
:کـانـال تلگـرام @Saeed_Pardis_Sub,1
... :: تـرجـمه از : سعیــد پردیــس :: ... کـانـال تلگـرام : @Saeed_Pardis_Sub,1
‫ترجمه شده توسط : سعیـد پردیـس ‫ایدی تلگرام جهت ارتباط @Saeed8362,1
!با اپ سندز مووی سینما تجربه کنید sandsmovie.ir,1
باکیفیتترین فیلمهای دنیا رو بدون محدودیت تماشا کن Telegram: @sands_movie,1
www.sunflowermag.com تقدیم میکند,1
ترجمه و زیرنویس (Rahasam_86)رها,1
www.sunflowermag.com,1
‫ایدی تلگرام جهت ارتباط @Saeed8362,1
‫« کانال تلگرام گلچین دانلود » ‫« @MyGolchindl »,1
گلچین دانلود - مرجع دانلود فیلم و سریال بدون سانسور GolchindlMe,1
کانال تلگرام گلچین دانلود @MyGolchindl,1
گلچین دانلود - مرجع دانلود فیلم و سریال بدون سانسور « Golchindl.Me »,1
ترجمه و زیرنویس Mahboobeh_sj Rahasam_86,1
منم دوستت دارم یونچه @KoreanAngels,1
@KoreanAngels : کانال تلگرام KoreanAngels_official : اینستاگرام @KoreanAngelsPlus تیزر،وبتون، Ost موزیک,1
تیم ترجمه فرشتگان کره ای با افتخار تقدیم میکند @KoreanAngels ترجــمه و زیرنــویس: شـهلاز,1
...ببخشید چا موهیوک @KoreanAngels,1
عمرا دیگه خوب نمی شم حتی بعد از مرگم @KoreanAngels,1
راست میگم ، خودم هواتو دارم @KoreanAngels,1
با تخفیف خانوادگی به تو 150 دلار میدم @KoreanAngels,1
بفرمایید ، دوقلوهاتون خیلی نازن @KoreanAngels,1
...اجوشی گفتم اونجا نیست @KoreanAngels,1
برای اینکه منو به دنیا اورد و منو به خوبی بزرگ کرد @KoreanAngels,1
واقعا همچین عشقی می تونه وجود داشته باشه؟ @KoreanAngels,1
چه یونچه باشه چه خودم @KoreanAngels,1
چیکار می کنی ولم کن @KoreanAngels,1
هر کاری میخوای بکن @KoreanAngels,1
یونو بیدارش کن من که نتونستم @KoreanAngels,1
می خوام برم امروز اخرین روزمه @KoreanAngels,1
...دیگه اینکارو نمیکنم @KoreanAngels,1
میدونی چقدر گرونه فقط به اندازه توئه @KoreanAngels,1
بلند نخون چرت و پرته @KoreanAngels,1
...مامان @KoreanAngels,1
!یون @KoreanAngels,1
اگه من بودم که بهت رحم نمی کردم @KoreanAngels,1
چرا اینجوری شد @KoreanAngels,1
اوه لوسیون نزدیم عجیب صورتم خشک شده @KoreanAngels,1
صبر کن ، اونی تو هم @KoreanAngels,1
خدایا بهت قول میدم @KoreanAngels,1
!اجوشی @KoreanAngels,1
بهتره نری ، بهتره نری @KoreanAngels,1
جانم مامان اینجاست ، من اینجام @KoreanAngels,1
بریم غذا بخوریم ، بیا بریم یه چیزی بخوریم @KoreanAngels,1
اونکه یون مارو ازمون نمیگره ، هان؟ @KoreanAngels,1
بازم ، من نمیتونم اینو قبول کنم یون @KoreanAngels,1
بمون تا خوابم ببره ، باشه؟ @KoreanAngels,1
تازه در شیشه چهارمو باز کردیم @KoreanAngels,1
یون تنها هم خون من تو این دنیاست @KoreanAngels,1
پیوند؟ منظورتون پیوند قلبه؟ @KoreanAngels,1
من یونو نجات میدم @KoreanAngels,1
این چای اوگالپی با عسل و قارچ شیتاکه @KoreanAngels,1
ببخشید برا منم مثل گالچی یکی امضا کن @KoreanAngels,1
با موهیوک بودی؟ @KoreanAngels,1
تبش بالاست اول باید تبش رو بیاریم پایین @KoreanAngels,1
اخه الکی بهش تهمت زدم @KoreanAngels,1
همین الان بچه هامو بیار، مامان @KoreanAngels,1
چیکار کنیم؟ چیکار کنیم دایی؟ @KoreanAngels,1
برم خونه چک کنم؟ @KoreanAngels,1
یونچه برو خونه @KoreanAngels,1
فقط میخوام تنها باشم لطفا برو @KoreanAngels,1
پس اگه خجالت میکشیدی چرا برگشتی؟ @KoreanAngels,1
واقعا یونچه اومده بود اینجا؟ @KoreanAngels,1
یون تازگی خیلی حساس شده @KoreanAngels,1
واقعا دیوونه ای @KoreanAngels,1
من حالم خوبه و صحیح و سالمم نگران نباش @KoreanAngels,1
من در مورد ادری یه کتاب نوشتم @KoreanAngels,1
...فقط با یه خاطر قشنگ منم @KoreanAngels,1
یون ، کجا داریم میریم؟ @KoreanAngels,1
ما مغازه نمی خوایم تو فقط نمیر @KoreanAngels,1
تونستی ببینیش؟ @KoreanAngels,1
باید با هم بمیریم؟ @KoreanAngels,1
الان پسرم افتاده رو تخت ای سی یو @KoreanAngels,1
!دوستت دارم @KoreanAngels,1
‫ترجمه از «امــیــررضــا» ‫ARZ_110_SUB@,1
‫ما را در تلگرام و اینستاگرام دنبال کنید ‫officialcinama@,1
‫بزرگترین مرجع دانلود فیلم و سریال ‫www.30nama.com,1
‫کانال رسمی تیم ترجمهی ۳۰نما ‫CinamaSub@,1
زیرنویس @mohammadSON,1
مترجم @mohammadSON,1
‫«ترجمه از خشایار»,1
‫«ترجمه از میثم موسویان»,1
« ترجمه و زیرنویس از: چنودا »,1
"""خدای عشق:قسمت 1"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
اپلود زیرنویس : قـاسـم سـمـنـگـانـی @Qasem_Samangani,1
ادرس کانال تلگرامی وبسایت بهارات مووی @bolymix,1
Askar.m99:مترجم,1
‫ادرس کانال تلگرامی بهارات مووی ‫bolymix@ ‫baharatmovie@,1
"""عشق مرشد:قسمت 5"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
‫تجربه لذت بخش سریال های پاکستانی ‫با وبسایت و اپلیکیشن بهارات مووی,1
"""عشق مرشد قسمت:7"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:8"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:9"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:10"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
‫داداش، من گناه بزرگی مرتکب شدم، ‫نباید دلتو میشکوندم...,1
"""عشق مرشد قسمت:11"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:12"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:13"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:14"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:15"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:16"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:17"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:18"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:19"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
‫بزرگترا تو این سن فوت میکنن...,1
"""عشق مرشد قسمت:20"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:21"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:22"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:23"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:24"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:25"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
‫فکر کنم یه معرفی بزرگتر هم برای خودم دارم.,1
"""عشق مرشد قسمت:26"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
"""عشق مرشد قسمت:27"" ارائه ای از وبسایت و اپلیکیشن بهارات مووی",1
